year,month,bx_gsm,by_gsm,bz_gsm,bt,intensity,declination,inclination,north,east,vertical,horizontal
2022,12,6.32,0.03,0.75,2.68,66896,158.399,82.038,32,437,62746,167
2017,11,-2.22,4.05,7.35,2.36,69939,59.275,22.391,0,-423,56451,202
2015,6,1.54,4.98,9.88,3.78,53613,-97.639,84.526,-115,466,51261,225
2013,5,3.1,-2.16,-3.3,3.72,56149,-31.23,33.955,238,-214,64140,136
2018,4,0.73,-1.62,7.66,5.21,51364,-32.78,40.194,-236,415,67605,296
2016,8,-3.56,4.45,9.61,4.45,67994,-99.06,-58.241,66,460,53088,431
2013,5,-3.47,9.26,-1.17,6.68,59392,17.699,56.013,-330,-165,59989,125
2015,3,-8.63,5.1,2.34,6.32,55236,52.352,-5.035,250,341,64049,450
2015,11,-3.41,5.2,5.94,5.26,59587,-50.646,-30.566,417,-488,69665,176
2021,9,5.82,9.19,-6.74,7.12,50433,115.048,-57.124,382,-204,55684,235
2022,11,6.74,-1.91,6.66,4.28,56632,-142.339,-66.952,-190,-376,52151,74
2015,1,-8.8,8.06,8.59,0.52,50780,69.414,15.663,-301,-361,59488,251
2022,10,-2.06,-8.88,-9.07,6.69,69357,3.689,14.166,-39,178,67755,159
2023,4,1.34,5.02,-8.57,1.16,67446,-174.228,-60.776,-122,-424,51071,113
2013,1,-9.07,-8.71,1.77,8.53,53701,-173.202,-59.572,-236,-367,67191,208
2015,8,4.94,4.56,1.9,4.37,56151,-143.572,52.901,-403,451,62301,39
2014,8,5.7,-9.89,-0.09,8.22,68444,-2.737,29.394,-471,-436,62577,300
2023,6,-6.19,-4.06,0.41,0.98,54989,149.028,-39.676,-119,-126,53469,248
2018,9,-9.76,-3.16,-7.07,0.99,64273,69.917,83.786,-327,-388,51987,217
2018,11,-6.62,-0.11,7.97,6.47,62597,-114.282,-85.133,-484,-15,53491,285
2016,11,1.45,6.09,-2.61,5.33,52871,145.821,24.576,-418,234,61632,37
2020,1,-2.4,8.99,4.33,2.54,63394,94.578,9.238,10,108,61931,365
2018,12,1.88,7.9,2.71,6.63,56139,53.189,40.816,-251,213,61277,395
2016,6,6.38,-7.0,-6.64,4.09,51904,-106.986,46.178,100,-120,57924,149
2015,6,4.84,-9.77,-9.48,8.14,66474,102.748,66.71,471,95,53674,113
2021,4,9.66,-9.7,4.6,1.49,56416,130.09,-22.327,22,-100,54928,334
2015,3,-5.96,-7.32,0.75,0.93,59393,-38.191,13.782,-252,-361,62151,56
2021,7,-8.12,6.3,-2.79,4.01,54858,-112.787,38.144,-53,56,65810,185
2023,12,-1.65,9.01,-7.85,5.4,67491,-99.949,6.94,-126,161,65541,322
2014,10,4.3,-7.49,-8.17,9.57,56163,-71.621,-51.956,-425,34,62247,435
2012,10,9.72,-4.87,-8.21,7.86,60245,-74.088,-79.365,-493,-118,69975,270
2014,7,0.94,-7.41,3.89,7.41,58698,-174.497,50.602,-441,-249,53179,154
2019,5,1.69,6.72,-5.02,6.34,68086,-128.951,4.892,-149,336,61067,386
2023,3,-4.88,-3.96,-2.78,0.15,64925,17.393,-59.298,167,-475,68671,399
2019,7,-8.67,-0.13,-5.05,7.86,69732,37.903,42.786,-419,389,62901,22
2022,9,-7.73,-8.22,9.79,3.32,54779,-40.514,-86.199,202,-389,68124,474
2018,12,7.58,-0.98,-6.31,3.3,51628,-68.161,-9.922,448,-326,64015,81
2020,9,7.95,6.81,4.45,4.57,65992,64.516,64.487,64,-23,62082,237
2017,8,-8.86,1.38,-0.6,3.67,53321,49.989,-36.738,322,385,54606,212
2023,12,6.17,4.09,-7.1,0.64,57593,-121.007,-35.875,-363,121,56702,289
2016,5,0.62,-4.23,4.99,4.15,59240,102.727,36.703,292,-395,64148,26
2016,6,7.06,6.61,-9.93,2.18,67616,-60.519,5.199,212,-315,54899,115
2014,10,5.06,-0.88,8.11,9.03,58660,1.596,87.024,-260,-136,53811,299
2018,5,-7.15,9.88,-2.79,9.9,68047,149.047,26.428,359,286,54350,184
2021,3,-7.46,-0.83,-1.17,1.09,53153,111.028,-0.248,-335,167,58869,82
2013,8,5.42,-8.22,6.88,2.02,56479,39.204,43.428,12,-285,57535,329
2014,4,4.12,-6.08,-0.12,5.05,52261,12.518,-65.845,108,-395,66875,45
2017,2,-2.88,-0.79,6.73,7.75,52594,72.321,42.738,-408,-22,64072,432
2015,6,-4.37,4.56,1.78,7.26,69845,175.583,84.929,-297,-215,65461,456
2015,5,0.4,-4.59,8.49,3.46,50335,-101.636,42.556,435,-4,64655,34
2022,1,0.74,-3.58,-4.12,5.21,58141,-133.668,-39.337,-130,-197,59149,218
2018,4,6.96,-5.89,-8.14,4.38,63986,-123.074,-56.665,228,-204,57464,421
2023,6,-7.66,-2.26,8.17,2.24,66588,-35.543,82.356,-346,280,52133,284
2015,10,0.42,-9.47,2.08,5.68,63803,88.349,26.816,186,-359,52761,98
2023,1,7.43,-8.38,-8.06,2.07,53420,99.649,-52.57,458,-240,52410,191
2022,4,-0.81,9.65,-7.87,5.92,62578,32.818,72.339,-288,-369,54829,111
2012,5,5.66,5.45,3.22,1.92,68380,18.202,-68.069,133,-172,51537,152
2016,5,-4.35,-9.93,-6.04,8.45,52540,150.509,40.806,73,91,62235,40
2013,1,-2.85,-8.02,-8.15,6.98,68527,32.931,24.217,-26,101,56837,305
2017,9,7.02,6.87,-2.13,1.73,63219,128.013,-15.945,446,305,64534,66
2016,3,6.73,-7.85,-9.57,8.48,69045,51.806,-77.276,-475,-443,58191,158
2019,3,1.2,0.37,5.7,1.75,60076,37.583,10.676,-474,106,59833,4
2022,4,-6.28,-8.98,-9.85,8.59,69715,-142.226,4.027,108,4,59894,309
2012,2,-8.85,8.37,-2.05,0.21,61443,-8.444,-66.239,-49,-29,57904,344
2018,7,-5.27,-0.61,3.73,5.82,54783,106.39,-7.965,125,-116,52109,445
2017,2,8.37,2.51,-4.92,7.55,59781,-166.997,-29.106,92,114,52103,343
2014,3,4.64,5.04,4.15,4.01,62489,33.452,36.284,247,-446,59551,326
2020,12,-9.71,-9.98,-1.99,4.37,67319,0.474,42.724,-296,-179,59885,377
2017,7,6.38,-7.01,-2.97,6.23,64414,-58.99,-75.287,-259,-182,59325,59
2013,12,-4.63,8.81,6.11,5.53,58672,-9.335,84.447,186,-298,62154,123
2014,6,-9.47,1.09,9.53,6.87,54675,93.8,-16.792,-72,-163,65475,233
2022,10,-7.84,5.03,3.57,5.56,65098,-13.655,-39.59,-499,206,52625,314
2013,11,2.46,-3.85,9.98,1.48,61621,-6.565,-23.113,-107,-92,59236,164
2016,12,-5.17,-0.08,9.92,5.72,56820,-175.996,-40.339,87,388,55667,336
2020,4,1.66,-9.84,-5.83,7.23,67900,85.293,-39.156,394,-412,62311,306
2013,7,-1.0,2.09,-2.44,3.27,61794,-140.803,18.653,254,399,57206,3
2015,12,8.31,7.52,8.8,7.15,58354,-5.882,-69.529,74,-306,61895,340
2023,10,7.37,-1.54,-7.0,1.03,68689,8.391,28.095,-267,-450,67480,220
2021,11,6.9,0.82,-4.19,6.79,58204,-167.57,67.771,-253,-396,68970,153
2018,5,-7.07,8.13,5.73,7.65,68337,-131.93,22.748,229,-440,57920,101
2017,7,8.28,2.72,9.39,6.36,58693,-176.566,27.476,-8,295,68716,314
2017,11,-0.86,8.01,-8.7,8.95,58369,95.797,-27.355,-461,-221,50616,200
2021,1,6.08,-1.91,7.45,5.65,50877,-2.74,-30.184,-78,-279,69290,455
2017,7,1.47,3.54,-6.85,6.31,50439,106.308,28.676,-457,324,60690,72
2016,7,3.37,-9.16,-0.4,5.16,59646,164.267,15.685,46,401,67056,417
2018,2,-8.07,-5.73,5.48,6.99,57167,-8.794,-0.104,101,-35,60818,316
2019,7,-8.76,3.01,4.35,9.82,52062,-33.17,19.708,364,30,57871,421
2019,6,6.25,2.19,-1.62,1.51,59503,-38.106,-72.448,147,298,56515,476
2016,4,2.15,-6.45,9.03,8.17,67407,-122.504,62.201,-72,328,50752,48
2022,2,-6.2,-6.88,2.78,1.87,51766,54.277,79.427,-434,-390,61250,108
2014,3,-0.54,9.24,9.32,4.62,67215,55.557,61.604,-264,-210,51344,350
2016,2,3.91,-5.85,-1.03,4.96,55969,51.023,-8.762,-42,-101,66899,444
2021,5,-3.4,5.59,-9.96,4.97,56979,-8.681,30.925,258,-376,66102,398
2012,6,8.82,7.93,9.12,2.51,65232,-134.096,-43.492,-150,321,65885,470
2016,11,0.36,-6.71,4.99,2.7,52820,29.412,20.168,448,-283,65535,439
2021,4,7.16,6.13,-7.07,2.49,59165,148.602,14.345,147,-200,59106,315
2023,9,6.66,-8.11,-6.74,8.36,69165,0.681,-18.55,70,369,62073,231
2023,4,4.21,-8.2,5.77,7.5,53384,175.893,-53.746,306,264,64259,329
2013,12,-9.97,7.19,3.25,0.4,55868,23.397,63.68,416,-478,61410,484
2015,6,2.3,2.36,-6.81,2.92,54733,-162.12,25.26,-231,-293,63286,290
2016,2,9.26,-8.24,-3.26,8.28,51508,30.593,-10.728,-362,36,66872,389
2018,2,5.22,9.86,-2.84,9.23,59269,104.885,-68.663,286,-7,59449,472
2012,11,7.29,-4.83,3.43,0.62,68719,-41.743,63.444,269,278,61243,487
2014,1,-6.81,-5.02,-0.49,2.13,64816,36.359,-79.393,90,-74,56899,338
2020,9,1.02,6.86,-9.28,0.09,57946,115.506,50.944,315,-15,63962,193
2013,2,9.74,-9.79,3.66,8.77,50250,175.702,-83.409,331,58,66197,479
2023,4,-5.71,7.39,0.82,9.69,56609,-37.078,3.277,-417,281,69721,402
2022,12,-9.22,2.39,2.21,4.77,67995,-93.445,-11.554,54,-444,64638,380
2019,3,-4.72,-2.96,8.79,2.02,53761,-140.152,-73.027,-390,394,67965,39
2015,5,-1.35,-8.28,-6.16,9.82,58399,-48.353,-80.477,-444,390,60742,270
2018,2,7.54,6.07,-5.19,6.53,57812,38.119,8.54,26,-319,61919,376
2023,12,-1.62,6.34,3.69,5.54,59808,-142.171,-49.656,-67,-328,67783,389
2012,7,8.28,-7.47,-7.59,1.21,61967,-64.724,14.228,331,404,50900,250
2014,1,-1.88,-7.52,2.65,7.54,69053,-50.545,22.635,378,397,60515,274
2021,4,0.68,-5.28,-2.76,5.56,67703,-53.626,-53.562,-62,69,62777,371
2018,8,-2.27,4.7,2.99,2.46,52826,-134.572,-69.216,-175,-373,62562,374
2017,9,0.93,3.88,-5.73,2.35,67192,-28.072,-9.667,-277,437,51966,385
2023,11,7.66,-7.26,-9.79,9.51,65268,0.159,-64.293,22,-164,60511,488
2023,11,-6.39,7.73,-1.91,2.04,56159,-8.172,-46.565,-385,276,57834,428
2015,5,7.03,-6.7,8.31,6.85,60801,-139.997,-51.11,-358,-420,59028,159
2019,12,-2.17,2.93,-8.59,4.23,65136,-87.206,37.06,238,143,63273,170
2022,9,-6.87,-9.78,-2.94,5.6,52485,33.841,2.235,322,-390,60050,140
2014,4,-1.8,6.59,-3.57,6.18,57009,-3.643,-7.764,-468,-102,56356,76
2023,8,-2.42,1.4,3.49,9.48,63912,-33.4,-1.584,224,-142,53474,278
2016,11,4.29,-8.39,-4.18,9.4,53393,65.619,29.637,495,-164,64240,337
2016,4,-1.12,5.33,0.42,6.78,60783,-37.756,-81.08,166,-163,54441,489
2017,8,9.24,3.74,5.81,0.96,66362,-121.393,-73.776,149,153,51462,372
2023,8,6.07,9.88,1.74,6.96,50150,-80.232,-16.637,148,-49,63106,249
2014,6,0.07,0.77,-1.59,3.73,64281,-76.283,30.937,-227,247,69820,28
2014,3,0.85,-4.77,-4.76,4.38,55518,-26.16,-79.534,-273,230,52558,46
2021,6,-1.69,-3.44,4.88,2.32,55264,63.194,15.892,-300,426,55465,117
2023,1,-4.0,9.37,3.89,4.36,55919,-136.527,9.197,396,-395,56924,130
2014,8,-3.63,-5.96,1.55,1.4,60199,-155.178,-62.921,-149,207,61501,307
2017,7,-9.7,9.89,-6.1,8.6,52555,-159.062,-50.926,387,29,67907,366
2022,4,-0.21,-7.29,8.0,2.59,67772,-93.394,82.503,-275,-17,64550,303
2020,6,8.63,-2.17,2.4,0.33,52842,-7.23,36.973,113,-33,60136,43
2019,11,-8.79,8.48,3.81,2.26,64087,-45.638,63.991,-23,198,65021,296
2022,11,2.73,7.55,-1.96,0.94,53784,-141.89,-25.975,-250,204,61014,329
2013,5,5.03,-0.18,-1.19,2.35,54477,21.618,-40.98,-90,-251,53883,317
2014,4,8.2,-5.51,8.0,7.94,67277,50.752,-73.162,-174,-127,54256,199
2020,8,-8.36,2.87,-4.29,0.59,52630,115.046,-46.806,237,-444,56287,289
2022,2,6.99,-7.16,-7.2,9.07,52077,96.679,57.973,-314,122,57703,293
2023,2,-3.17,0.83,5.51,1.55,54607,-121.104,-36.242,388,-276,50315,45
2022,11,-9.8,6.44,-5.95,2.9,62629,-144.855,-61.922,-260,72,59284,243
2022,5,-1.73,-0.29,4.42,2.78,56751,25.418,72.588,185,275,51337,489
2014,9,6.7,-6.88,2.69,3.95,59869,-26.332,-15.376,-366,-374,57924,243
2014,3,8.93,8.03,3.18,6.22,68296,-136.497,-55.278,-273,-8,56298,482
2022,6,-0.94,7.42,-7.72,0.1,56666,-53.509,29.863,-167,-477,53265,139
2020,1,-0.52,-5.15,6.53,3.23,64334,124.211,-69.892,-346,-259,68338,463
2016,12,-0.08,-3.0,6.93,7.55,62152,-169.733,-17.079,171,-30,56078,40
2012,12,9.86,-6.79,-9.04,9.3,58434,-173.167,-52.025,-462,409,64238,267
2013,1,7.62,-3.66,-2.3,0.94,60900,131.822,-26.617,-245,158,52743,182
2016,8,-7.52,1.84,2.94,6.17,52416,-173.346,66.42,-388,-71,52808,320
2019,4,9.12,0.94,5.88,7.53,66036,116.815,70.664,392,-70,59413,85
2015,4,1.91,2.06,7.11,9.71,50692,155.562,20.367,496,-398,67991,272
2012,12,-0.18,3.78,-0.99,5.94,67717,22.08,-7.849,173,-458,58558,417
2019,11,-1.32,-8.56,-6.16,5.03,60863,-96.325,13.093,69,-380,64474,279
2014,4,-7.07,3.6,-2.71,8.47,65162,-119.901,29.11,107,148,58636,334
2022,9,5.57,6.94,-7.44,7.74,64957,-23.021,58.657,267,415,60389,443
2021,1,0.37,-7.91,-8.89,5.91,66347,97.987,-75.194,266,-37,56907,85
2015,12,-4.5,-7.88,-1.25,1.21,57478,43.376,47.132,-103,182,67751,230
2019,9,6.19,7.71,-3.51,7.01,61844,29.815,-76.695,-372,-266,64906,192
2022,10,3.78,-0.48,7.71,4.79,69503,-0.567,-80.547,73,-386,68122,119
2016,1,1.08,0.7,-5.14,9.17,60143,-41.83,-51.778,330,495,67035,273
2019,10,-4.14,8.87,-5.43,2.24,63526,106.631,53.627,332,352,58326,208
2016,5,-0.28,-0.2,5.49,2.28,63484,96.914,-68.356,-278,-29,59733,403
2012,9,1.13,6.04,-7.76,0.08,50984,94.014,-76.691,-352,275,54070,143
2017,6,-2.31,6.28,-5.56,1.7,51295,54.19,-27.786,228,-374,54507,44
2017,12,9.14,-1.74,-2.58,8.03,54178,144.705,-89.543,388,102,66235,466
2018,9,8.07,7.86,-2.75,1.67,69714,28.018,39.675,262,491,65730,73
2023,5,-5.74,-5.52,8.21,3.75,50666,100.952,32.432,409,-323,53928,121
2023,5,2.85,6.69,2.49,9.48,56489,61.332,-1.894,-312,406,63892,5
2023,10,-1.59,-9.6,5.74,9.4,67715,-100.963,51.393,-97,-193,59766,434
2022,2,2.3,0.69,-8.54,8.86,60875,76.221,14.546,289,-127,51813,52
2018,8,-8.01,-3.82,-1.29,4.39,57504,60.558,-13.734,194,-290,54035,19
2021,11,-4.34,2.62,-8.84,1.95,52189,-12.68,78.329,-353,376,65824,33
2012,9,-3.33,9.3,2.2,4.23,51615,109.799,-25.41,404,95,58637,190
2020,8,8.58,-0.52,-5.49,2.52,64578,-13.054,39.148,-162,312,63142,178
2021,5,-7.23,5.91,-1.73,6.13,58935,86.533,49.293,309,478,55254,17
2018,7,5.33,-3.74,5.23,2.24,65927,88.768,-29.558,-260,467,53028,77
2019,4,8.18,3.43,-7.13,4.41,52219,-156.368,78.832,-365,496,53662,332
2012,4,8.91,-5.82,0.04,5.17,61679,-123.278,-2.351,-457,303,51056,481
2017,6,-6.33,0.84,-5.57,4.91,50187,148.215,42.392,-258,249,58285,349
2022,1,-5.55,-6.57,-8.31,6.33,52701,-7.818,-45.543,459,-459,64131,264
2017,12,3.12,-5.87,4.9,7.99,52216,156.757,-32.381,393,-219,58731,149
2019,3,6.21,-0.87,8.25,4.49,65020,171.779,-69.496,-492,283,57595,400
2020,9,-7.16,7.48,8.05,9.77,50526,87.327,78.412,258,481,57477,160
2023,8,-6.0,0.14,-8.67,9.78,56241,43.361,-70.833,417,-205,52134,359
2013,4,7.28,6.25,3.65,1.09,64826,-5.291,-76.953,291,-3,56886,43
2018,6,6.9,6.69,6.52,7.14,53465,-116.524,-81.326,498,455,64449,426
2012,9,-7.02,8.57,-6.98,2.58,52066,92.161,-84.343,449,37,62126,14
2016,9,-5.44,6.45,-9.74,3.24,59606,171.774,46.712,158,214,51264,357
2020,8,-6.75,6.94,0.5,8.27,64684,-47.08,-81.379,159,235,52781,81
2014,9,7.91,1.06,4.57,5.73,60341,-127.089,12.752,-6,396,58448,440
2021,7,9.58,-5.02,9.41,7.11,57281,136.845,-17.792,155,354,54010,142
2022,10,7.85,-4.61,-7.47,8.72,62445,43.974,31.334,-327,-355,69378,218
2019,9,-1.11,-2.65,6.57,1.87,64956,-20.663,30.151,-233,-145,53755,78
2013,5,3.75,-3.66,0.68,1.83,60427,139.568,-89.367,451,-418,69084,24
2022,5,9.16,-6.15,5.05,1.81,69896,111.401,54.333,-81,57,51430,107
2012,1,-4.04,-4.08,-0.2,0.8,59564,-10.489,39.277,-39,286,66900,489
2020,7,-2.56,1.23,-3.42,1.94,50557,-118.287,43.643,-170,59,57991,279
2022,11,5.74,7.17,-4.56,1.73,68477,66.491,-32.905,197,-161,53341,312
2014,5,4.56,-3.45,9.92,3.3,55909,108.289,-66.359,-226,-304,57404,267
2018,4,-6.46,4.2,0.34,0.62,52465,-176.035,-57.087,-420,482,63278,313
2016,7,-6.69,4.16,3.03,9.68,57692,46.583,-73.488,-322,-485,56441,114
2023,8,5.99,-0.9,-6.35,8.98,52585,142.551,-69.01,-126,-452,53166,172
2012,7,-1.25,1.6,3.79,4.89,58477,34.719,-26.889,179,317,63039,163
2013,3,-3.17,-8.9,8.6,5.36,55024,-69.412,29.746,-187,394,51593,29
2014,3,8.35,-6.34,5.06,0.72,66109,158.682,2.434,-212,-271,51588,447
2023,7,-3.45,0.06,1.67,7.08,64900,7.426,-71.478,97,196,62070,437
2015,8,0.87,8.7,1.75,0.9,62998,118.886,-72.467,-37,-280,61343,438
2015,6,-9.33,-5.33,-7.0,5.14,59087,-36.2,75.937,-207,97,66554,130
2020,4,-9.79,-1.32,-0.8,7.93,57290,162.252,-5.056,-363,-403,67075,291
2017,12,-9.78,-9.84,-2.19,1.33,61897,160.299,-14.389,-110,280,50059,169
2015,1,1.2,-8.11,7.74,8.15,55367,-125.411,-79.871,-218,-352,65314,422
2016,10,6.47,-9.78,4.76,9.52,59078,176.973,-37.908,-185,478,62236,138
2021,5,-0.37,1.95,-1.63,7.04,53322,34.976,-78.381,16,488,55145,67
2017,9,-4.82,8.58,-9.65,6.61,56386,-109.809,-34.799,91,-297,59472,373
2021,9,1.26,2.04,-6.85,0.78,54577,79.854,46.277,-484,-8,69082,465
2023,2,-3.94,-0.66,2.75,5.16,59252,66.921,49.464,41,-373,69144,246
2017,7,8.89,4.1,0.91,5.68,56847,-175.234,53.99,169,143,65695,148
2018,5,6.02,9.1,-1.69,0.41,65001,-99.804,-68.185,232,-117,55380,301
2023,2,-6.86,-6.03,6.0,5.12,65195,141.895,-31.16,487,-263,64440,269
2022,2,3.16,1.45,6.11,0.85,61554,52.989,-56.651,8,234,64926,423
2014,1,3.45,8.35,-5.34,6.88,68802,132.408,61.733,-436,188,50159,10
2020,1,-2.39,-0.41,7.46,1.89,51435,12.247,-52.268,380,350,62912,252
2018,4,4.92,-3.93,6.75,5.59,66066,25.949,-7.828,-447,-279,53951,383
2016,7,-8.92,8.39,-5.52,4.82,69619,-98.938,28.746,-140,-373,56405,147
2012,1,-2.89,4.98,5.31,3.84,51666,-124.374,81.91,247,156,68000,324
2017,10,-4.87,1.76,9.27,6.32,51451,77.84,77.873,-411,448,64506,142
2021,8,5.32,-1.03,-6.6,3.96,62304,-113.549,-65.734,439,288,50129,395
2018,10,-4.67,-9.49,-4.99,3.19,54246,-151.431,26.164,211,393,63187,209
2022,4,4.55,-0.16,1.29,2.58,55893,126.241,-68.708,-388,-488,60773,446
2019,3,3.97,-1.9,5.28,2.42,56197,140.977,-11.864,-134,328,55185,145
2015,1,8.44,-0.68,-0.85,0.91,57268,56.741,-56.537,113,493,60352,109
2020,6,-7.5,3.41,4.14,0.97,52215,-137.94,26.173,-297,249,51986,140
2016,11,0.52,4.56,-6.93,1.35,54029,-132.326,69.976,372,2,63971,181
2021,9,-4.33,-6.09,6.06,6.23,53961,21.698,-38.159,-149,-273,59904,240
2018,4,-1.63,-0.3,-6.98,1.03,62037,144.903,-15.187,466,-184,62060,147
2016,6,-2.59,-5.36,-4.94,8.29,63425,127.966,-5.191,-228,201,50959,226
2016,11,-9.0,-0.36,2.71,7.82,60525,18.322,14.131,413,-260,61025,38
2020,5,4.83,2.58,-3.4,8.29,63988,-161.071,77.099,236,403,62462,453
2015,3,4.14,9.66,2.42,7.0,64638,109.183,89.716,307,-363,57621,276
2019,5,-9.61,9.28,-7.5,6.38,69251,-158.707,65.887,461,234,50259,374
2015,1,4.45,-9.29,5.43,3.9,65616,-147.872,-78.223,473,-434,51210,460
2022,11,8.11,-3.46,7.77,7.49,68199,-157.144,61.883,3,-8,64398,435
2015,10,6.57,2.63,0.87,4.46,57306,-92.032,-78.708,291,-56,51242,46
2019,8,-6.97,-9.58,-8.35,4.92,56155,-91.618,-71.864,34,-90,66154,17
2018,10,9.06,-7.13,3.72,1.08,61615,47.585,-24.85,217,-53,65481,258
2022,1,0.43,-9.31,-9.71,8.56,66678,-142.888,-45.405,459,345,63925,331
2015,2,-7.24,-3.62,6.87,9.94,66986,109.752,-30.56,119,-156,63865,409
2023,2,-3.17,-4.62,-7.99,5.13,56589,-83.13,81.263,-339,18,68882,343
2013,4,1.66,9.92,9.25,3.31,54568,55.173,24.691,41,-42,69593,56
2018,11,-4.01,2.77,-7.15,3.05,50011,-79.919,-48.792,-204,3,67054,276
2019,6,-2.35,-6.83,-7.37,7.91,62878,-31.973,-29.194,-126,-482,57935,126
2023,3,-6.1,8.55,-0.82,9.2,63442,147.493,-66.962,-328,-124,68104,239
2023,10,-9.21,9.32,-8.25,0.99,67350,-14.229,-15.847,103,-146,57628,445
2012,5,-2.13,-6.97,7.4,9.21,64990,126.017,-71.367,383,-87,58795,104
2015,6,1.37,0.41,-3.33,3.73,63066,-107.843,12.908,-142,404,61017,118
2019,7,-2.4,2.82,2.2,2.71,62567,-70.181,-4.139,249,371,65012,399
2022,6,-1.57,3.54,8.37,8.0,62875,-167.47,4.069,-136,-196,54663,253
2021,4,-6.68,4.09,1.13,0.32,60009,153.381,28.395,346,185,56309,259
2013,8,5.18,8.0,2.38,5.78,65322,-11.53,-76.528,148,-472,58458,376
2021,9,2.07,8.71,-0.45,2.99,66747,111.409,-51.567,172,17,54497,0
2020,12,-5.57,4.32,9.66,8.73,66949,29.647,-73.425,452,-50,57713,295
2022,11,-5.49,-7.21,-8.84,1.48,51317,64.636,-81.13,-479,278,56488,374
2023,2,3.0,-9.6,-5.65,7.09,62278,167.81,-65.691,-228,-53,63480,73
2021,1,-8.83,-8.4,5.33,0.26,53029,78.329,52.797,-408,121,64794,127
2012,3,5.68,-9.86,3.97,3.16,62204,92.093,43.581,-250,382,54321,195
2020,11,-7.04,3.42,6.15,5.02,60391,-101.924,57.981,461,405,61059,44
2014,6,4.6,3.09,-6.01,2.52,57503,159.761,-15.41,-438,212,52391,324
2012,6,-7.25,9.27,2.17,8.69,66708,72.17,7.304,-67,-122,61701,438
2015,4,-0.13,-1.41,8.36,2.07,68945,-107.095,-25.642,337,493,54645,139
2013,3,-8.95,7.12,5.07,5.15,58318,-162.729,48.746,199,-259,59176,357
2019,11,5.89,4.64,-8.82,7.61,58919,55.321,47.213,95,137,60688,475
2021,11,-0.28,-6.16,3.1,0.76,59420,-90.691,-76.574,-429,-169,55264,437
2022,3,3.62,7.46,-8.57,1.98,63069,162.759,-85.112,-174,285,52020,188
2021,4,3.03,-6.19,3.48,6.49,50127,0.496,-21.117,-408,424,65684,6
2016,5,8.93,-4.96,0.37,0.8,59391,-127.798,63.374,133,466,55910,45
2012,7,8.01,-4.39,-4.07,4.39,64145,-174.733,-37.978,395,156,60142,455
2019,4,-3.91,-3.27,-1.24,2.14,66867,-50.59,47.571,402,-251,69438,390
2014,5,-3.41,3.99,-8.53,4.81,67955,70.399,29.206,-170,396,64137,181
2023,11,2.84,-1.8,-3.81,9.46,52782,63.232,-1.327,480,485,62243,335
2012,5,2.95,-5.0,-8.3,8.43,58244,40.205,19.944,428,231,66010,254
2019,10,-2.67,-4.63,0.33,3.16,51266,93.681,37.847,80,-273,53407,53
2014,3,-6.33,8.43,-6.43,4.53,50733,94.949,57.866,-405,-458,54980,458
2022,1,6.87,-3.06,-9.05,4.2,68934,136.591,28.444,-395,-8,66610,291
2018,3,6.28,-8.3,-4.46,5.73,69929,26.785,5.343,285,267,59909,54
2022,7,7.46,4.9,-6.89,6.78,61831,-109.325,-51.366,455,-135,57133,98
2022,12,-2.12,-2.74,-7.72,8.04,54418,-76.477,-86.504,-335,-63,66414,429
2014,7,5.15,-4.38,2.12,8.97,52177,-63.942,-44.005,-316,39,68042,229
2019,3,2.82,-2.05,3.6,9.12,54446,-8.926,-82.234,-476,281,69733,191
2015,9,5.97,3.04,8.52,7.99,67932,-14.786,14.412,372,-14,66110,40
2018,12,-5.67,-2.2,-3.07,7.4,57203,-172.57,42.799,446,27,61158,110
2015,4,4.05,3.03,-4.98,4.37,54088,145.842,10.876,-327,407,50641,15
2014,1,4.78,9.6,5.28,6.81,67559,31.257,-31.218,330,-385,58138,96
2015,9,-6.99,9.22,-9.97,1.15,61463,64.801,15.743,314,-149,66518,233
2014,12,6.38,5.32,5.85,9.83,64219,-163.44,51.179,-457,-276,68031,48
2023,7,0.87,1.07,-1.69,8.08,57489,98.404,67.049,-472,220,60440,191
2017,5,4.32,7.75,9.1,1.19,59749,85.205,-16.184,-256,-61,68713,89
2013,2,1.56,-6.26,4.95,2.19,65795,-81.473,-3.496,-43,-73,69189,144
2019,12,0.51,4.69,2.91,5.03,60882,29.58,69.494,41,421,67115,154
2020,11,-7.33,-3.05,6.72,4.82,60527,-133.912,79.877,-136,67,56888,68
2013,6,-9.28,-0.92,7.47,2.31,54897,-167.677,-36.337,-126,-77,61173,444
2020,10,-0.06,-6.65,5.95,0.52,67517,-162.014,68.572,-312,-212,55898,28
2023,9,-4.0,2.85,-5.93,7.86,61333,-142.858,23.689,-221,190,64821,431
2021,10,-2.41,0.51,5.68,7.14,55888,34.334,-18.002,436,-174,51384,432
2014,3,-5.64,2.15,2.01,1.23,54023,6.443,23.168,225,-368,50011,42
2018,11,-1.33,3.34,-0.05,5.19,60667,95.801,-35.14,98,-251,54890,212
2023,1,1.38,1.27,0.29,1.17,68454,75.055,7.242,387,183,52881,147
2015,4,-6.13,3.64,5.47,0.25,54144,55.856,-86.945,1,-343,66671,115
2016,7,1.47,9.28,6.11,8.08,65700,-119.312,46.393,-265,420,63935,228
2023,3,-0.79,-3.33,1.41,5.47,64368,-14.872,-3.82,-434,-418,51014,349
